ID,Datetime,A,B,C,D,E,F,G,H
582,2006-05-06,305821,,37840,,213204,32518,,
583,2006-05-07,297606,,36171,,191551,30728,,
584,2006-05-08,345867,,45527,,217408,34784,,
585,2006-05-09,349019,,46753,,213156,36742,,
586,2006-05-10,353403,,47733,,218251,37543,,
587,2006-05-11,350393,,46651,,220820,38015,,
588,2006-05-12,350871,,46434,,212851,36117,,
589,2006-05-13,313018,,39663,,200146,32806,,
590,2006-05-14,297550,,37273,,191884,31091,,
591,2006-05-15,351131,,46332,,214068,35603,,
592,2006-05-16,357330,,46651,,212177,36807,,
593,2006-05-17,350074,,46536,,215968,37017,,
594,2006-05-18,348420,,45969,,217629,36508,,
595,2006-05-19,347413,,44988,,209309,36340,,
596,2006-05-20,311573,,38800,,203905,32975,,
597,2006-05-21,299369,,36777,,202791,31515,,
598,2006-05-22,345677,,45358,,216474,36069,,
599,2006-05-23,350624,,46533,,211413,36888,,
600,2006-05-24,352672,,46846,,216161,37594,,
601,2006-05-25,364354,,50195,,228702,38293,,
602,2006-05-26,357443,,48489,,255385,38435,,
603,2006-05-27,330561,,42808,,239606,35081,,
604,2006-05-28,342581,,44908,,241686,35453,,
605,2006-05-29,370833,,49461,,256403,39625,,
606,2006-05-30,433241,,61260,,298147,51485,,
607,2006-05-31,434437,,63373,,310142,53474,,
608,2006-06-01,416367,,60129,,311284,49641,,
609,2006-06-02,378735,,50732,,298231,43405,,
610,2006-06-03,327711,,43041,,239507,35023,,
611,2006-06-04,306925,,38722,,225510,32103,,
612,2006-06-05,356233,,49545,,235050,36609,,
613,2006-06-06,374386,,52788,,238115,39757,,
614,2006-06-07,378423,,51473,,253579,41242,,
615,2006-06-08,380631,,52157,,255792,41932,,
616,2006-06-09,371758,,51527,,256914,41071,,
617,2006-06-10,318502,,40624,,223985,33641,,
618,2006-06-11,301023,,37401,,212658,31935,,
619,2006-06-12,351506,,46858,,226491,36755,,
620,2006-06-13,362194,,48757,,240810,39155,,
621,2006-06-14,369929,,50914,,235060,41046,,
622,2006-06-15,375245,,52689,,249483,40384,,
623,2006-06-16,391288,,55068,,254852,41114,,
624,2006-06-17,382807,,52083,,259005,41713,,
625,2006-06-18,378980,,50939,,278112,45296,,
626,2006-06-19,412413,,58217,,299039,47338,,
627,2006-06-20,403754,,56940,,299394,44431,,
628,2006-06-21,406022,,59533,,301915,43454,,
629,2006-06-22,434194,,63971,,320550,48122,,
630,2006-06-23,395050,,54793,,310060,42950,,
631,2006-06-24,359096,,48145,,277785,40904,,
632,2006-06-25,340436,,45491,,272857,37604,,
633,2006-06-26,385568,,55599,,281850,42516,,
634,2006-06-27,401253,,57944,,279593,42954,,
635,2006-06-28,399627,,57245,,301795,44705,,
636,2006-06-29,383832,,53209,,298474,41734,,
637,2006-06-30,375957,,52374,,277531,41093,,
638,2006-07-01,359994,,50313,,268665,39915,,
639,2006-07-02,375419,,53025,,291245,43488,,
640,2006-07-03,379592,,55004,,311132,46667,,
641,2006-07-04,356900,,48035,,305132,40278,,
642,2006-07-05,363894,,48132,,301711,43704,,
643,2006-07-06,350618,,46825,,261428,39287,,
644,2006-07-07,351687,,47214,,250156,39578,,
645,2006-07-08,338887,,44924,,239433,37981,,
646,2006-07-09,337546,,44914,,248323,38110,,
647,2006-07-10,411942,,58834,,294429,45310,,
648,2006-07-11,408620,,56774,,321254,49979,,
649,2006-07-12,421369,,57463,,329969,48868,,
650,2006-07-13,433707,,61116,,316427,49395,,
651,2006-07-14,437991,,64132,,304214,52279,,
652,2006-07-15,413870,,59319,,302594,49863,,
653,2006-07-16,411164,,58452,,309008,48241,,
654,2006-07-17,468884,,68377,,338957,56080,,
655,2006-07-18,462310,,64649,,353878,57462,,
656,2006-07-19,460132,,65647,,335986,55859,,
657,2006-07-20,457773,,65253,,331259,57025,,
658,2006-07-21,445669,,64393,,333849,53687,,
659,2006-07-22,373484,,49832,,312991,43875,,
660,2006-07-23,350127,,46205,,276687,38476,,
661,2006-07-24,413637,,58269,,297839,44560,,
662,2006-07-25,436772,,62466,,293727,49603,,
663,2006-07-26,440464,,63300,,314678,52264,,
664,2006-07-27,442513,,60941,,338192,53205,,
665,2006-07-28,436894,,62575,,337794,51942,,
666,2006-07-29,407419,,59272,,323564,47316,,
667,2006-07-30,416248,,59896,,324396,46510,,
668,2006-07-31,486331,,70728,,354668,53828,,
669,2006-08-01,505299,,74591,,368083,59925,,
670,2006-08-02,509608,,74219,,380666,62136,,
671,2006-08-03,481260,,69531,,387653,60606,,
672,2006-08-04,448970,,63334,,366047,52166,,
673,2006-08-05,399378,,54277,,315445,45340,,
674,2006-08-06,397276,,55389,,298152,45904,,
675,2006-08-07,460413,,66933,,338579,54472,,
676,2006-08-08,439063,,63267,,337754,51932,,
677,2006-08-09,421745,,58638,,305954,48447,,
678,2006-08-10,431655,,59635,,279889,48610,,
679,2006-08-11,403015,,56151,,275915,46218,,
680,2006-08-12,347447,,47314,,248977,40027,,
681,2006-08-13,346361,,47345,,247397,38078,,
682,2006-08-14,415432,,59368,,293873,46447,,
683,2006-08-15,420092,,59037,,316838,49964,,
684,2006-08-16,412868,,57949,,306753,47201,,
685,2006-08-17,422837,,59956,,293475,48018,,
686,2006-08-18,424308,,62853,,295938,49702,,
687,2006-08-19,398700,,57242,,297348,47050,,
688,2006-08-20,361817,,49432,,311607,43082,,
689,2006-08-21,400309,,54877,,305834,43101,,
690,2006-08-22,412243,,57201,,296023,46267,,
691,2006-08-23,413204,,58950,,305814,46149,,
692,2006-08-24,418171,,60849,,306950,45279,,
693,2006-08-25,426344,,60977,,315127,49137,,
694,2006-08-26,402090,,54074,,308652,48596,,
695,2006-08-27,387747,,52060,,300938,45621,,
696,2006-08-28,425296,,59409,,336318,47361,,
697,2006-08-29,426136,,59965,,346557,50022,,
698,2006-08-30,403215,,55636,,314319,45450,,
699,2006-08-31,383447,,53087,,264322,42534,,
700,2006-09-01,353033,,49423,,227330,39495,,
701,2006-09-02,308052,,39643,,208698,34326,,
702,2006-09-03,297139,,37394,,232101,32077,,
703,2006-09-04,305104,,38649,,239442,32777,,
704,2006-09-05,355172,,48994,,248779,39223,,
705,2006-09-06,368476,,51265,,245785,40790,,
706,2006-09-07,375565,,52181,,255500,40201,,
707,2006-09-08,377154,,52670,,259055,40786,,
708,2006-09-09,348024,,46710,,251339,37647,,
709,2006-09-10,327510,,44207,,249710,35745,,
710,2006-09-11,370418,,52331,,239715,39985,,
711,2006-09-12,373239,,52882,,225586,39995,,
712,2006-09-13,365435,,50734,,222365,40303,,
713,2006-09-14,361722,,50909,,233299,40295,,
714,2006-09-15,353522,,49434,,235928,39965,,
715,2006-09-16,321200,,43676,,221866,36125,,
716,2006-09-17,324762,,43483,,233798,35101,,
717,2006-09-18,375827,,51546,,262673,41040,,
718,2006-09-19,363511,,47676,,258910,40648,,
719,2006-09-20,345642,,46924,,230276,37915,,
720,2006-09-21,351718,,47339,,214980,37735,,
721,2006-09-22,346968,,46900,,212462,37844,,
722,2006-09-23,325361,,42441,,229765,36509,,
723,2006-09-24,309663,,39438,,256808,34732,,
724,2006-09-25,344466,,46874,,240066,36895,,
725,2006-09-26,349743,,48098,,226780,38369,,
726,2006-09-27,351331,,48928,,228233,38810,,
727,2006-09-28,348167,,47517,,232382,38414,,
728,2006-09-29,339129,,45906,,215855,37338,,
729,2006-09-30,313189,,40541,,201052,35007,,
730,2006-10-01,296689,,38242,,203070,33121,,
731,2006-10-02,349972,,47965,,221026,36978,,
732,2006-10-03,364654,,50874,,231373,39327,,
733,2006-10-04,376701,,53726,,248270,40844,,
734,2006-10-05,357761,,47979,,236396,38525,,
735,2006-10-06,347462,,46598,,219629,37709,,
736,2006-10-07,320175,,40432,,210150,34689,,
737,2006-10-08,306088,,38586,,200880,33571,,
738,2006-10-09,347907,,48184,,218700,37835,,
739,2006-10-10,347288,,48919,,227057,39754,,
740,2006-10-11,349283,,48453,,222813,39534,,
741,2006-10-12,358231,,48828,,222184,37978,,
742,2006-10-13,372606,,48937,,213056,38682,,
743,2006-10-14,340778,,42909,,211401,35497,,
744,2006-10-15,331250,,40712,,211649,33378,,
745,2006-10-16,368446,,47905,,221976,37593,,
746,2006-10-17,368010,,48990,,220318,38807,,
747,2006-10-18,353273,,47655,,223742,37531,,
748,2006-10-19,356445,,48149,,222057,38024,,
749,2006-10-20,357912,,48158,,222377,37812,,
750,2006-10-21,331785,,42161,,202774,35086,,
751,2006-10-22,328866,,41372,,210625,33608,,
752,2006-10-23,394802,,51734,,228710,38637,,
753,2006-10-24,406294,,52244,,247698,40371,,
754,2006-10-25,395207,,51717,,247264,39607,,
755,2006-10-26,399848,,52331,,246017,38948,,
756,2006-10-27,385141,,50585,,234944,38898,,
757,2006-10-28,344494,,44506,,209198,36587,,
758,2006-10-29,318789,,40154,,207189,33644,,
759,2006-10-30,367522,,49245,,228106,37307,,
760,2006-10-31,358632,,48489,,219427,37511,,
761,2006-11-01,363556,,51371,,217577,37947,,
762,2006-11-02,391943,,54286,,220882,39485,,
763,2006-11-03,411866,,54721,,249143,40876,,
764,2006-11-04,387457,,48424,,254579,37992,,
765,2006-11-05,349029,,43222,,244117,34113,,
766,2006-11-06,375759,,50154,,246326,37143,,
767,2006-11-07,379118,,50159,,241023,38121,,
768,2006-11-08,366042,,49848,,222339,37893,,
769,2006-11-09,363403,,49791,,216433,37849,,
770,2006-11-10,357430,,48108,,213870,37599,,
771,2006-11-11,332649,,44317,,203853,35484,,
772,2006-11-12,348696,,44589,,213063,34872,,
773,2006-11-13,392151,,51812,,235870,38462,,
774,2006-11-14,391061,,53349,,223422,38870,,
775,2006-11-15,394743,,53628,,223288,38882,,
776,2006-11-16,373653,,51105,,224808,39388,,
777,2006-11-17,386270,,51634,,220883,39923,,
778,2006-11-18,357707,,44999,,227684,37115,,
779,2006-11-19,354395,,44802,,234416,34570,,
780,2006-11-20,405447,,53701,,256982,39691,,
781,2006-11-21,411993,,54403,,268733,40102,,
782,2006-11-22,399186,,52913,,266542,39194,,
783,2006-11-23,330096,,41436,,238794,32944,,
784,2006-11-24,329850,,41868,,222924,34691,,
785,2006-11-25,332515,,41083,,228601,34720,,
786,2006-11-26,330286,,40511,,227423,34123,,
787,2006-11-27,375670,,49438,,242233,37100,,
788,2006-11-28,379322,,50658,,236856,39035,,
789,2006-11-29,368492,,50335,,230973,38986,,
790,2006-11-30,366833,,50058,,224609,38770,,
791,2006-12-01,374035,,52721,,223187,37406,,
792,2006-12-02,374771,,49952,,219613,36587,,
793,2006-12-03,384318,,49439,,241843,35853,,
794,2006-12-04,454176,,60842,,273774,43097,,
795,2006-12-05,447730,,59253,,290711,45259,,
796,2006-12-06,433734,,56972,,283637,44200,,
797,2006-12-07,446681,,60331,,255688,45067,,
798,2006-12-08,481777,,62086,,317866,45895,,
799,2006-12-09,435303,,52945,,309058,40812,,
800,2006-12-10,391103,,47617,,265686,37081,,
801,2006-12-11,409618,,52964,,261079,40011,,
802,2006-12-12,411115,,53082,,263316,40919,,
803,2006-12-13,387759,,51642,,244904,40249,,
804,2006-12-14,398592,,52090,,243181,40844,,
805,2006-12-15,387993,,51207,,238897,38728,,
806,2006-12-16,370736,,47486,,235430,35975,,
807,2006-12-17,346486,,42338,,237142,34325,,
808,2006-12-18,381579,,50103,,233544,39122,,
809,2006-12-19,399899,,54629,,242050,41864,,
810,2006-12-20,420747,,55408,,272070,42706,,
811,2006-12-21,402543,,52685,,264169,41640,,
812,2006-12-22,373006,,49512,,241651,39143,,
813,2006-12-23,345200,,45699,,213049,34783,,
814,2006-12-24,333010,,41825,,225331,33992,,
815,2006-12-25,329257,,42052,,234651,34205,,
816,2006-12-26,363633,,47182,,226183,37530,,
817,2006-12-27,393083,,49175,,247922,40166,,
818,2006-12-28,392068,,47955,,263132,40000,,
819,2006-12-29,373445,,45909,,251029,38811,,
820,2006-12-30,355686,,42778,,242410,34882,,
821,2006-12-31,331091,,40967,,234338,33316,,
822,2007-01-01,331745,,43082,,219326,33114,,
823,2007-01-02,391954,,51710,,246351,39489,,
824,2007-01-03,413659,,53232,,264576,40682,,
825,2007-01-04,400691,,52157,,240228,40424,,
826,2007-01-05,369396,,49197,,225418,38647,,
827,2007-01-06,337960,,43699,,207100,34806,,
828,2007-01-07,355484,,46066,,214858,34615,,
829,2007-01-08,400553,,53305,,236240,39263,,
830,2007-01-09,434046,,55658,,271630,42077,,
831,2007-01-10,447078,,56898,,288703,43247,,
832,2007-01-11,443252,,55683,,297092,41780,,
833,2007-01-12,402097,,51602,,261345,39854,,
834,2007-01-13,355846,,45298,,217968,36288,,
835,2007-01-14,342036,,44933,,202873,34094,,
836,2007-01-15,380212,,51523,,213708,37992,,
837,2007-01-16,424905,,57561,,236097,41781,,
838,2007-01-17,451827,,58900,,299887,43821,,
839,2007-01-18,448322,,57713,,311167,42831,,
840,2007-01-19,432955,,56286,,273951,41618,,
841,2007-01-20,414980,,50598,,279237,40028,,
842,2007-01-21,413967,,50642,,304785,39459,,
843,2007-01-22,432623,,56445,,300773,41834,,
844,2007-01-23,442256,,57402,,286018,42398,,
845,2007-01-24,445900,,57095,,296361,42559,,
846,2007-01-25,458752,,59162,,300655,43921,,
847,2007-01-26,461614,,57949,,325698,44981,,
848,2007-01-27,395563,,49882,,264429,39471,,
849,2007-01-28,411627,,52861,,248563,38925,,
850,2007-01-29,491154,,61968,,321264,44299,,
851,2007-01-30,474098,,62077,,310004,45285,,
852,2007-01-31,486086,,62549,,316081,46002,,
853,2007-02-01,464433,,59935,,317102,44648,,
854,2007-02-02,456898,,58733,,291101,43518,,
855,2007-02-03,462575,,58643,,284480,43221,,
856,2007-02-04,465614,,59697,,288553,43163,,
857,2007-02-05,526420,,68313,,344901,47755,,
858,2007-02-06,542682,,69487,,368364,48887,,
859,2007-02-07,496663,,65282,,325109,47004,,
860,2007-02-08,507734,,66727,,337218,47172,,
861,2007-02-09,503385,,64043,,332360,46185,,
862,2007-02-10,471756,,57909,,312879,43488,,
863,2007-02-11,458274,,55487,,310675,42374,,
864,2007-02-12,464060,,58388,,301142,43345,,
865,2007-02-13,462001,,58299,,298748,44651,,
866,2007-02-14,478497,,58425,,304652,44926,,
867,2007-02-15,509666,,64601,,338258,47235,,
868,2007-02-16,508402,,65022,,340234,47051,,
869,2007-02-17,473004,,55848,,315620,43289,,
870,2007-02-18,444164,,53284,,291718,40560,,
871,2007-02-19,472559,,59517,,323248,44144,,
872,2007-02-20,424050,,54827,,271750,42262,,
873,2007-02-21,408724,,54757,,243204,41323,,
874,2007-02-22,420545,,56651,,248211,43029,,
875,2007-02-23,432585,,56624,,278216,43826,,
876,2007-02-24,415991,,53597,,279406,40963,,
877,2007-02-25,380581,,48085,,276406,38349,,
878,2007-02-26,417175,,55498,,275666,41282,,
879,2007-02-27,420692,,56328,,262177,41222,,
880,2007-02-28,421941,,56452,,259753,40980,,
881,2007-03-01,415435,,54690,,259596,40715,,
882,2007-03-02,394906,,52580,,225458,39075,,
883,2007-03-03,385897,,49775,,223052,37718,,
884,2007-03-04,410802,,50115,,248380,39115,,
885,2007-03-05,441253,,56652,,275193,43128,,
886,2007-03-06,447155,,59335,,292435,44924,,
887,2007-03-07,429820,,57820,,297867,44370,,
888,2007-03-08,427299,,56777,,292701,44236,,
889,2007-03-09,401527,,52067,,276931,42134,,
890,2007-03-10,352738,,43121,,237077,37092,,
891,2007-03-11,328958,,40728,,202664,35050,,
892,2007-03-12,396505,,51284,,244426,39944,,
893,2007-03-13,373158,,49307,,230485,38340,,
894,2007-03-14,362535,,48160,,218700,36733,,
895,2007-03-15,386957,,52001,,219318,38517,,
896,2007-03-16,419459,,54824,,255978,40506,,
897,2007-03-17,410896,,49365,,276920,38197,,
898,2007-03-18,388755,,45832,,268949,37302,,
899,2007-03-19,427019,,53967,,273743,41184,,
900,2007-03-20,385249,,50241,,228280,39406,,
901,2007-03-21,384370,,50690,,247643,39633,,
902,2007-03-22,369878,,48319,,236774,38399,,
903,2007-03-23,365455,,47548,,219398,38508,,
904,2007-03-24,329815,,41095,,205050,34950,,
905,2007-03-25,315959,,38787,,200438,32636,,
906,2007-03-26,357566,,47494,,225546,36072,,
907,2007-03-27,364077,,48737,,223153,36893,,
908,2007-03-28,361328,,47857,,218548,36920,,
909,2007-03-29,363632,,47451,,214100,36171,,
910,2007-03-30,360955,,46225,,223750,36479,,
911,2007-03-31,324125,,39566,,204460,33269,,
912,2007-04-01,308898,,37312,,197168,32798,,
913,2007-04-02,347773,,45760,,220053,36505,,
914,2007-04-03,357179,,47191,,219660,37454,,
915,2007-04-04,365722,,50337,,214692,37612,,
916,2007-04-05,410268,,54501,,222518,40310,,
917,2007-04-06,391112,,48752,,237812,38067,,
918,2007-04-07,395722,,47950,,249116,37488,,
919,2007-04-08,375283,,44896,,246263,36084,,
920,2007-04-09,404718,,51160,,253888,39276,,
921,2007-04-10,399515,,50991,,246651,40294,,
922,2007-04-11,399202,,51862,,242840,39457,,
923,2007-04-12,393866,,52835,,223706,39010,,
924,2007-04-13,385188,,49884,,219795,39139,,
925,2007-04-14,363715,,45612,,217405,36401,,
926,2007-04-15,356020,,44844,,218240,35633,,
927,2007-04-16,395310,,50207,,249044,40359,,
928,2007-04-17,377550,,48630,,236799,38344,,
929,2007-04-18,367263,,47445,,231063,36952,,
930,2007-04-19,369964,,47877,,228266,36838,,
931,2007-04-20,360528,,46706,,222709,36424,,
932,2007-04-21,325013,,39733,,204251,33306,,
933,2007-04-22,309123,,37581,,202993,33997,,
934,2007-04-23,350606,,47040,,229720,39028,,
935,2007-04-24,352789,,46844,,239293,37936,,
936,2007-04-25,360382,,46423,,243046,38090,,
937,2007-04-26,357136,,47050,,218407,38201,,
938,2007-04-27,348063,,45669,,221848,36994,,
939,2007-04-28,317885,,39507,,204360,33183,,
940,2007-04-29,306636,,37238,,200856,32217,,
941,2007-04-30,360461,,48154,,232201,36929,,
942,2007-05-01,376672,,50611,,240690,38278,,
943,2007-05-02,366469,,48702,,252197,38329,,
944,2007-05-03,354870,,46499,,217296,37210,,
945,2007-05-04,354135,,46207,,213375,37555,,
946,2007-05-05,319547,,40425,,199359,33893,,
947,2007-05-06,304486,,36751,,197055,31812,,
948,2007-05-07,356444,,46316,,221135,36681,,
949,2007-05-08,367231,,48829,,222749,38198,,
950,2007-05-09,377711,,51074,,231621,40582,,
951,2007-05-10,390758,,52449,,251021,42179,,
952,2007-05-11,388322,,51666,,261741,42057,,
953,2007-05-12,344445,,43806,,237229,37645,,
954,2007-05-13,307038,,36717,,203580,32066,,
955,2007-05-14,358538,,47538,,217979,36892,,
956,2007-05-15,384303,,52394,,238396,40419,,
957,2007-05-16,363236,,47645,,249831,40654,,
958,2007-05-17,352155,,45853,,223778,37096,,
959,2007-05-18,350155,,45107,,213514,37140,,
960,2007-05-19,322976,,39165,,200907,33788,,
961,2007-05-20,313355,,38176,,206644,32829,,
962,2007-05-21,365131,,48623,,232734,36218,,
963,2007-05-22,388367,,53305,,231286,37831,,
964,2007-05-23,402844,,54769,,234890,42020,,
965,2007-05-24,410626,,55939,,242846,44859,,
966,2007-05-25,398156,,55235,,253382,45800,,
967,2007-05-26,349757,,45005,,260435,40183,,
968,2007-05-27,338073,,41992,,257943,38590,,
969,2007-05-28,343684,,41758,,266018,38439,,
970,2007-05-29,408886,,55078,,279199,43415,,
971,2007-05-30,430360,,60076,,275332,47527,,
972,2007-05-31,430176,,59037,,287151,48654,,
973,2007-06-01,425604,,60504,,292820,48672,,
974,2007-06-02,387378,,52950,,276247,46696,,
975,2007-06-03,347665,,46792,,238086,41450,,
976,2007-06-04,387107,,52792,,274822,42149,,
977,2007-06-05,371485,,49787,,277254,40472,,
978,2007-06-06,371300,,49932,,260594,37613,,
979,2007-06-07,420371,,58938,,280140,43627,,
980,2007-06-08,447639,,63384,,328827,48894,,
981,2007-06-09,364992,,45921,,297861,39644,,
982,2007-06-10,338685,,41683,,248108,36745,,
983,2007-06-11,395634,,53783,,273797,42124,,
984,2007-06-12,409944,,56040,,279794,44397,,
985,2007-06-13,424359,,60229,,267830,46166,,
986,2007-06-14,422397,,60786,,230877,41910,,
987,2007-06-15,406838,,56192,,223604,39961,,
988,2007-06-16,378260,,50883,,227348,37698,,
989,2007-06-17,385746,,51485,,263547,40859,,
990,2007-06-18,463796,,65119,,317005,51440,,
991,2007-06-19,449242,,61463,,336832,49227,,
992,2007-06-20,414050,,55820,,299310,44555,,
993,2007-06-21,416434,,58098,,276037,41789,,
994,2007-06-22,394329,,53016,,270271,40107,,
995,2007-06-23,349768,,42504,,244122,35491,,
996,2007-06-24,341699,,41729,,252662,36411,,
997,2007-06-25,431930,,58593,,298621,46487,,
998,2007-06-26,468067,,65902,,326298,52952,,
999,2007-06-27,469975,,64850,,339376,53889,,
1000,2007-06-28,440047,,60753,,339016,48066,,
1001,2007-06-29,401149,,53311,,306971,43080,,
1002,2007-06-30,357505,,43954,,281730,37230,,
1003,2007-07-01,340973,,41626,,256366,35003,,
1004,2007-07-02,365926,,45676,,253876,38363,,
1005,2007-07-03,380385,,48872,,252324,39849,,
1006,2007-07-04,354464,,44357,,263079,36448,,
1007,2007-07-05,397727,,53237,,291419,42390,,
1008,2007-07-06,407595,,54064,,307407,43884,,
1009,2007-07-07,391821,,50533,,295483,41885,,
1010,2007-07-08,404407,,53148,,306654,44323,,
1011,2007-07-09,473645,,65193,,346223,53323,,
1012,2007-07-10,463156,,61818,,340404,54570,,
1013,2007-07-11,430542,,58893,,321936,49613,,
1014,2007-07-12,403442,,52892,,300884,42341,,
1015,2007-07-13,384543,,52229,,279088,41736,,
1016,2007-07-14,368386,,47325,,274150,38525,,
1017,2007-07-15,375626,,48916,,299332,41868,,
1018,2007-07-16,421551,,57578,,322111,45903,,
1019,2007-07-17,429025,,58162,,319171,46339,,
1020,2007-07-18,440728,,59393,,329287,47981,,
1021,2007-07-19,434958,,59515,,323561,47106,,
1022,2007-07-20,394267,,52372,,292572,41251,,
1023,2007-07-21,347248,,43876,,254044,36918,,
1024,2007-07-22,337758,,42274,,248516,37100,,
1025,2007-07-23,387698,,52034,,274490,40730,,
1026,2007-07-24,388641,,53595,,278126,40269,,
1027,2007-07-25,390126,,53546,,286224,42594,,
1028,2007-07-26,405574,,53864,,307433,46134,,
1029,2007-07-27,418745,,57264,,312800,43960,,
1030,2007-07-28,386164,,50152,,296210,41641,,
1031,2007-07-29,388898,,50143,,286099,44548,,
1032,2007-07-30,445122,,61033,,296451,50823,,
1033,2007-07-31,456162,,62231,,314685,50045,,
1034,2007-08-01,470867,,65921,,317489,53824,,
1035,2007-08-02,477320,,67777,,329213,55646,,
1036,2007-08-03,474400,,67433,,327689,55434,,
1037,2007-08-04,428588,,57619,,327705,51267,,
1038,2007-08-05,389396,,54253,,316614,41966,,
1039,2007-08-06,473635,,69559,,336387,50883,,
